ROLE,PROJECT_CATEGORY,ACTIVITY,MON,TUE,WED,THUR,FRI,SAT,SUN,PROJECT_START_DATE_DAY,PROJECT_START_DATE_MONTH,PROJECT_START_DATE_YEAR,PROJECT_END_DATE_DAY,PROJECT_END_DATE_MONTH,PROJECT_END_DATE_YEAR,ATTENDANCE_REGULARIZATION,EMAIL_DOMAIN
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,1,0,12,12,6,5,5,10,2,2024,01,29,2024,02,12,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2024,03,19,2024,04,30,1,100
0,0,0,12,12,6,5,5,10,2,2023,04,10,2023,05,15,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,12,12,6,5,5,10,2,2023,12,04,2023,12,25,1,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,1,0,10,3,9,5,9,5,8,2024,01,29,2024,02,12,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2024,03,19,2024,04,30,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,04,10,2023,05,15,0,100
0,0,0,10,3,9,5,9,5,8,2023,12,04,2023,12,25,0,100
2,0,0,10,11,1,4,10,4,5,2023,06,29,2023,07,27,0,21
2,0,0,10,11,1,4,10,4,5,2023,06,21,2023,07,26,0,21
2,0,0,10,11,1,4,10,4,5,2023,06,21,2023,07,26,0,21
2,0,0,10,11,1,4,10,4,5,2023,06,21,2023,07,26,0,21
2,0,0,10,11,1,4,10,4,5,2023,06,29,2023,07,27,0,21
2,0,0,10,11,1,4,10,4,5,2023,06,21,2023,07,26,0,21
2,0,0,10,11,1,4,10,4,5,2023,06,29,2023,07,27,0,21
2,0,0,10,11,1,4,10,4,5,2023,06,29,2023,07,27,0,21
2,0,1,5,8,11,11,7,11,2,2023,06,21,2023,07,26,1,21
2,0,1,5,8,11,11,7,11,2,2023,06,29,2023,07,27,1,21
2,0,1,5,8,11,11,7,11,2,2023,06,29,2023,07,27,1,21
2,0,1,5,8,11,11,7,11,2,2023,06,29,2023,07,27,1,21
